name,website,street,phone,email,appfee,web,listing,typed,neighborhoods
The Garvey,https://www.nybits.com/apartments/1600_fulton_st_bk.html,"
1600 Fulton Street,

Brooklyn, NY 11213","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Bedford-Stuyvesant / Stuyvesant Heights"
26-14 Jackson Avenue,https://www.nybits.com/apartments/26-14_jackson_ave_qn.html,"
26-14 Jackson Avenue,

Long Island City, NY 11101","
212-348-3248 
212-348-3602 fax
",,,"
www.2614jackson.com
",,Building,"
Long Island City"
Arverne View,https://www.nybits.com/apartments/57-17_shore_front_pkwy_qn.html,"
57-17 Shore Front Parkway,

Arverne, NY 11692","
347-380-8528 
",,,"
www.arverneview.com
",,Building,"
Arverne"
2511 Westchester Avenue,https://www.nybits.com/apartments/2511_westchester_ave_bx.html,"
2511 Westchester Avenue,

Bronx, NY 10461","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Parkchester"
889 Dawson Street,https://www.nybits.com/apartments/889_dawson_st_bx.html,"
889 Dawson Street,

Bronx, NY 10459","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Woodstock"
2007 Lafontaine Avenue,https://www.nybits.com/apartments/2007_lafontaine_ave_bx.html,"
2007 Lafontaine Avenue,

Bronx, NY 10457","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
East Tremont"
916 Rev James A Polite Avenue,https://www.nybits.com/apartments/916_rev_james_a_polite_ave_bx.html,"
916 Rev James A Polite Avenue,

Bronx, NY 10459","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Longwood"
1050 Hoe Avenue,https://www.nybits.com/apartments/1050_hoe_ave_bx.html,"
1050 Hoe Avenue,

Bronx, NY 10459","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Longwood"
450-452 East 148th Street,https://www.nybits.com/apartments/450_east_148th_st.html,"
450-452 East 148th Street,

Brooklyn, NY 10455","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Mott Haven"
480-502 East 164th Street,https://www.nybits.com/apartments/480_east_164th_st_bx.html,"
480-502 East 164th Street,

Bronx, NY 10456","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Melrose"
269 East Burnside Avenue,https://www.nybits.com/apartments/269_east_burnside_ave_bx.html,"
269 East Burnside Avenue,

Bronx, NY 10457","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Mount Hope"
425 Claremont Parkway,https://www.nybits.com/apartments/425_claremont_pkwy_bx.html,"
425 Claremont Parkway,

Bronx, NY 10457","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Claremont"
454-458 East 148th Street,https://www.nybits.com/apartments/454_east_148th_st.html,"
454-458 East 148th Street,

Bronx, NY 10455","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Mott Haven"
495 East 158th Street,https://www.nybits.com/apartments/495_east_158th_st_bx.html,"
495 East 158th Street,

Bronx, NY 10451","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Concourse"
3055 Third Avenue,https://www.nybits.com/apartments/3055_third_ave_bx.html,"
3055 Third Avenue,

Bronx, NY 10451","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Melrose"
406 East 161st Street,https://www.nybits.com/apartments/406_east_161st_st_bx.html,"
406 East 161st Street,

Bronx, NY 10451","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Morrisania"
1090 Franklin Avenue,https://www.nybits.com/apartments/1090_franklin_ave_bx.html,"
1090 Franklin Avenue,

Bronx, NY 10456","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Morrisania"
740 Cranford Avenue,https://www.nybits.com/apartments/740_cranford_ave_bx.html,"
740 Cranford Avenue,

Bronx, NY 10470","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Wakefield"
1157 Morris Avenue,https://www.nybits.com/apartments/1157_morris_ave_bx.html,"
1157 Morris Avenue,

Bronx, NY 10456","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Morrisania"
1046 Hoe Avenue,https://www.nybits.com/apartments/1046_hoe_ave_bx.html,"
1046 Hoe Avenue,

Bronx, NY 10459","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Longwood"
Parkview,https://www.nybits.com/apartments/871_elton_ave_bx.html,"
871 Elton Avenue,

Bronx, NY 10451","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Melrose"
1011 Washington Avenue,https://www.nybits.com/apartments/1011_washington_ave_bx.html,"
1011 Washington Avenue,

Bronx, NY 10456","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Morrisania"
500 East 165th Street,https://www.nybits.com/apartments/500_east_165th_st.html,"
500 East 165th Street,

Bronx, NY 10456","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Morrisania"
760 Melrose Avenue,https://www.nybits.com/apartments/760_melrose_ave_bx.html,"
760 Melrose Avenue,

Bronx, NY 10451","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Melrose"
Taino Plaza,https://www.nybits.com/apartments/488_east_164th_st.html,"
488 East 164th Street,

Bronx, NY 10458","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Melrose"
2340 Beaumont Avenue,https://www.nybits.com/apartments/2340_beaumont_ave_bx.html,"
2340 Beaumont Avenue,

Bronx, NY 10458","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Belmont"
La Terraza,https://www.nybits.com/apartments/2311_third_ave_bx.html,"
2311 Third Avenue,

Bronx, NY ","
212-348-3248 
212-348-3602 fax
",,,,,Building,"
Mott Haven"
330 Riverdale Avenue,https://www.nybits.com/apartments/330_riverdale_ave_yo.html,"
330 Riverdale Avenue,

Yonkers, NY ","
212-348-3248 
212-348-3602 fax
",,,"
www.330riverdale.com
",,Building,"
Yonkers"
Warburton Lofts,https://www.nybits.com/apartments/44-50_warburton_ave_yo.html,"
44-50 Warburton Avenue,

Yonkers, NY ","
212-348-3248 
212-348-3602 fax
",,,"
www.warburtonlofts.com
",,Building,"
Yonkers"
45 Carmine Street,https://www.nybits.com/apartments/45_carmine_st.html,"
45 Carmine Street,

New York, NY 10014","
212-682-7300 
212-370-4398 fax
",,,,,Building,"
West Village / Central Village"
Wellesley,https://www.nybits.com/apartments/wellesley.html,"
200 East 72nd Street,

New York, NY 10021","
212-628-6688 
",,,,,Building,"
Upper East Side"
Towne House,https://www.nybits.com/apartments/towne_house.html,"
108 East 38th Street,

New York, NY 10016","
212-953-3890 
",,,,,Building,"
Midtown South / Murray Hill"
Dryden East,https://www.nybits.com/apartments/dryden_east.html,"
150 East 39th Street,

New York, NY 10016","
212-953-3890 
",,,,,Building,"
Murray Hill"
Ambassador East,https://www.nybits.com/apartments/ambassador_east.html,"
330 East 46th Street,

New York, NY 10017","
212-682-7300 
",,,,,Building,"
Midtown East"
Regency Towers,https://www.nybits.com/apartments/regency_towers.html,"
245 East 63rd Street,

New York, NY 10021","
212-838-1616 
",,,,,Building,"
Upper East Side"
Carlton Towers,https://www.nybits.com/apartments/carlton_towers.html,"
200 East 64th Street,

New York, NY 10021","
212-838-1616 
",,,,,Building,"
Upper East Side"
The Aspen,https://www.nybits.com/apartments/the_aspen.html,"
1955 First Avenue,

New York, NY 10029","
212.876.1955 
",,,,,Building,"
East Harlem"
The Brewster,https://www.nybits.com/apartments/the_brewster.html,"
21 West 86th Street,

New York, NY 10024","
(212) 580-6014 
",,,"
www.brewsternyc.com
",,Building,"
Upper West Side"
53 Park Place,https://www.nybits.com/apartments/53_park_place.html,"
53 Park Place,

New York, NY 10007","
(212) 233-6766 
",,,"
www.tribecahouseny.com
",,Building,"
TriBeCa"
Tribeca House,https://www.nybits.com/apartments/50_murray.html,"
50 Murray Street,

New York, NY 10007","
(212) 233-6766 
",,,"
www.tribecahouseny.com
",,Building,"
TriBeCa"
Riverwatch Place,https://www.nybits.com/apartments/70_battery_pl.html,"
70 Battery Place,

New York, NY 10280","
(212) 645-0900 
",,,,,Building,"
Battery Park City"
233 Schermerhorn Street,https://www.nybits.com/apartments/233_schermerhorn_st_bk.html,"
233 Schermerhorn Street,

Brooklyn, NY 11201","
(718) 596-2401 
",,,"
www.233schermerhorn.com
",,Building,"
Downtown Brooklyn"
123 On The Park,https://www.nybits.com/apartments/123_parkside_ave_bk.html,"
123 Parkside Avenue,

Brooklyn, NY 11226","
(718) 820-7275 
",,,"
www.parksidebk.com
",,Building,"
Flatbush / Prospect Park South"
Flatbush Gardens: 1352 New York Ave,https://www.nybits.com/apartments/1352_new_york_ave_bk.html,"
1352 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1354 New York Ave,https://www.nybits.com/apartments/1354_new_york_ave_bk.html,"
1354 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1356 New York Ave,https://www.nybits.com/apartments/1356_new_york_ave_bk.html,"
1356 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1358 New York Ave,https://www.nybits.com/apartments/1358_new_york_ave_bk.html,"
1358 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1360 New York Ave,https://www.nybits.com/apartments/1360_new_york_ave_bk.html,"
1360 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1364 New York Ave,https://www.nybits.com/apartments/1364_new_york_ave_bk.html,"
1364 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1368 New York Ave,https://www.nybits.com/apartments/1368_new_york_ave_bk.html,"
1368 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 3102 Newkirk Ave,https://www.nybits.com/apartments/3102_newkirk_ave_bk.html,"
3102 Newkirk Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens:  3104 Newkirk Ave,https://www.nybits.com/apartments/3104_newkirk_ave_bk.html,"
3104 Newkirk Avenue,

Brooklyn, NY 11210","
(718) 564-1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens:  3101 Foster Ave,https://www.nybits.com/apartments/3101_foster_ave_bk.html,"
3101 Foster Avenue,

Brooklyn, NY 11210","
(718) 564-1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 3103 Foster Ave,https://www.nybits.com/apartments/3103_foster_ave_bk.html,"
3103 Foster Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 3301 Foster Ave,https://www.nybits.com/apartments/3301_foster_ave_bk.html,"
3301 Foster Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 3303 Foster Ave,https://www.nybits.com/apartments/3303_foster_ave_bk.html,"
3303 Foster Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 3305 Foster Ave,https://www.nybits.com/apartments/3305_foster_ave_bk.html,"
3305 Foster Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 3401 Foster Ave,https://www.nybits.com/apartments/3401_foster_ave_bk.html,"
3401 Foster Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 3403 Foster Ave,https://www.nybits.com/apartments/3403_foster_ave_bk.html,"
3403 Foster Avenue,

Brooklyn, NY ","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 3501 Foster Ave,https://www.nybits.com/apartments/3501_foster_ave_bk.html,"
3501 Foster Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 3503 Foster Ave,https://www.nybits.com/apartments/3503_foster_ave_bk.html,"
3503 Foster Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1353 New York Ave,https://www.nybits.com/apartments/1353_new_york_ave_bk.html,"
1353 New York Avenue,

Brooklyn, NY 11203","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1405 New York Ave,https://www.nybits.com/apartments/1405_new_york_ave_bk.html,"
1405 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1407 New York Ave,https://www.nybits.com/apartments/1407_new_york_ave_bk.html,"
1407 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1409 New York Ave,https://www.nybits.com/apartments/1409_new_york_ave_bk.html,"
1409 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1415 New York Ave,https://www.nybits.com/apartments/1415_new_york_ave_bk.html,"
1419 New York Avenue,

Brooklyn, NY ","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1417 New York Ave,https://www.nybits.com/apartments/1417_new_york_ave_bk.html,"
1417 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1419 New York Ave,https://www.nybits.com/apartments/1419_new_york_ave_bk.html,"
1419 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens:  1403 New York Avenue,https://www.nybits.com/apartments/1403_new_york_ave_bk.html,"
1403 New York Avenue,

Brooklyn, NY 11210","
(718) 546-1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1408 Brooklyn Ave,https://www.nybits.com/apartments/1408_brooklyn_ave_bk.html,"
1408 Brooklyn Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1410 Brooklyn Ave,https://www.nybits.com/apartments/1410_brooklyn_ave_bk.html,"
1410 Brooklyn Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1412 Brooklyn Ave,https://www.nybits.com/apartments/1412_brooklyn_ave_bk.html,"
1412 Brooklyn Avenue,

Brooklyn, NY ","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1416 Brooklyn Ave,https://www.nybits.com/apartments/1416_brooklyn_ave_bk.html,"
1418 Brooklyn Avenue,

Brooklyn, NY ","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1418 Brooklyn Ave,https://www.nybits.com/apartments/1418_brooklyn_ave_bk.html,"
1418 Brooklyn Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1402 New York Ave,https://www.nybits.com/apartments/1402_new_york_ave_bk.html,"
1402 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1404 New York Ave,https://www.nybits.com/apartments/1404_new_york_ave_bk.html,"
1404 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1406 New York Ave,https://www.nybits.com/apartments/1406_new_york_ave_bk.html,"
1406 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1408 New York Ave,https://www.nybits.com/apartments/1408_new_york_ave_bk.html,"
1408 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1410 New York Ave,https://www.nybits.com/apartments/1410_new_york_ave_bk.html,"
1410 New York Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1405 Brooklyn Ave,https://www.nybits.com/apartments/1405_brooklyn_ave_bk.html,"
1405 Brooklyn Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
1421 Brooklyn Avenue,https://www.nybits.com/apartments/1421_brooklyn_ave_bk.html,"
1421 Brooklyn Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
Flatbush Gardens: 1425 Brooklyn Ave,https://www.nybits.com/apartments/1425_brooklyn_ave_bk.html,"
1425 Brooklyn Avenue,

Brooklyn, NY 11210","
718.564.1260 
",,,"
www.flatbushgardens.net
",,Building,"
East Flatbush"
1350 15th Street Apartments,https://www.nybits.com/apartments/1350_15th_st_flnj.html,"
1350 15th Street,

Fort Lee, NJ 07024","
(201) 224-0088 
",,,"
www.1350fifteen.com
",,Building,"
Fort Lee"
203 West 108th Street,https://www.nybits.com/apartments/203_west_108th_st.html,"
203 West 108th Street,

New York, NY 10025","
646-559-0251 
",,,,,Building,"
Manhattan Valley / Upper West Side"
932 Amsterdam Avenue,https://www.nybits.com/apartments/932_amsterdam_ave.html,"
932 Amsterdam Avenue,

New York, NY 10025","
646-559-0251 
",,,,,Building,"
Manhattan Valley / Upper West Side"
245 West 109th Street,https://www.nybits.com/apartments/245_west_109th_st.html,"
245 West 109th Street,

New York, NY 10025","
646-559-0251 
",,,,,Building,"
Manhattan Valley / Upper West Side"
106 West 105th Street,https://www.nybits.com/apartments/106_west_105th_st.html,"
106 West 105th Street,

New York, NY 10025","
646-559-0251 
",,,,,Building,"
Manhattan Valley / Upper West Side"
123 West 106th Street,https://www.nybits.com/apartments/123_west_106th_st.html,"
123 West 106th Street,

New York, NY 10025","
646-559-0251 
",,,,,Building,"
Manhattan Valley / Upper West Side"
249 West 109th Street,https://www.nybits.com/apartments/249_west_109th_st.html,"
249 West 109th Street,

New York, NY 10025","
646-559-0251 
",,,,,Building,"
Manhattan Valley / Upper West Side"
204 West 108th Street,https://www.nybits.com/apartments/204_west_108th_st.html,"
204 West 108th Street,

New York, NY 10025","
646-559-0251 
",,,,,Building,"
Manhattan Valley / Upper West Side"
